路径,长度,危险系数
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 陕西师范大学-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,12.569,22.872
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,11.278,20.309
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 陕西师范大学-> 大雁塔,10.651,15.441
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,16.233,23.591
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 赛格购物中心-> 大雁塔,16.222,18.724
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,16.947,23.592
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,15.656,21.028
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 大雁塔,15.030,16.160
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,18.150,23.591
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西师范大学-> 大雁塔,17.523,18.724
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 陕西师范大学-> 大雁塔,18.249,23.591
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,15.150,21.983
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,15.139,17.116
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 陕西师范大学-> 赛格购物中心-> 大雁塔,19.205,23.592
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 陕西师范大学-> 大雁塔,18.013,21.028
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 陕西师范大学-> 大雁塔,18.589,23.592
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,16.205,21.984
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,14.914,19.420
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,16.098,23.591
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,16.086,18.724
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,17.153,23.592
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,15.862,21.028
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西师范大学-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,18.355,23.591
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西师范大学-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,14.963,23.405
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西师范大学-> 赛格购物中心-> 大雁塔,14.951,18.538
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西师范大学-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,19.069,23.592
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西师范大学-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,15.677,23.405
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,14.386,20.842
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西师范大学-> 大雁塔,13.759,15.974
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,15.993,23.591
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 大雁塔,15.366,18.724
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 陕西师范大学-> 大雁塔,18.349,23.591
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,15.251,21.983
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 大雁塔,16.334,23.591
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 陕西师范大学-> 陕西历史博物馆-> 大雁塔,14.858,23.405
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 陕西师范大学-> 大雁塔,14.231,18.538
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 大雁塔,16.433,23.591
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 陕西历史博物馆-> 陕西师范大学-> 大雁塔,14.957,23.405
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,11.859,21.797
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 大雁塔,11.847,16.930
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 赛格购物中心-> 大雁塔,17.250,23.592
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 大雁塔,16.058,21.028
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西师范大学-> 大雁塔,18.552,23.592
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西历史博物馆-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,16.167,21.984
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西历史博物馆-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,16.910,23.592
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西历史博物馆-> 陕西师范大学-> 赛格购物中心-> 大雁塔,15.775,23.405
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西历史博物馆-> 陕西师范大学-> 大雁塔,14.582,20.842
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西历史博物馆-> 赛格购物中心-> 隋大兴唐长安城明德门遗址公园-> 陕西师范大学-> 大雁塔,16.294,23.592
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西历史博物馆-> 赛格购物中心-> 陕西师范大学-> 大雁塔,15.159,23.405
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,12.775,21.797
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 陕西历史博物馆-> 大雁塔,11.484,19.234
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 紫薇永和坊-> 小寨村小区-> 大雁塔,11.416,14.366
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,14.726,23.591
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 赛格购物中心-> 大雁塔,14.714,18.724
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,15.642,23.592
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 陕西历史博物馆-> 大雁塔,14.351,21.028
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 紫薇永和坊-> 小寨村小区-> 大雁塔,14.283,16.160
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,12.167,22.996
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 赛格购物中心-> 大雁塔,12.156,18.128
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,13.084,22.996
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 陕西历史博物馆-> 大雁塔,11.793,20.432
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 小寨村小区-> 大雁塔,11.724,15.564
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 小寨村小区-> 陕西历史博物馆-> 大雁塔,12.130,22.996
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 小寨村小区-> 大雁塔,12.061,18.128
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 小寨村小区-> 大雁塔,12.989,22.996
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 陕西历史博物馆-> 大雁塔,11.983,22.463
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 赛格购物中心-> 大雁塔,11.972,17.595
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 小寨村小区-> 赛格购物中心-> 大雁塔,13.184,22.996
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 小寨村小区-> 大雁塔,12.753,20.432
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 小寨村小区-> 大雁塔,13.128,22.996
西安交通大学（曲江校区）-> 三兆公墓-> 西安市曲江第一学校-> 大唐芙蓉园-> 陕西师范大学-> 隋大兴唐长安城明德门遗址公园-> 陕西历史博物馆-> 赛格购物中心-> 大雁塔,13.038,22.463
